,code_municipality_7,cluster,cluster_label
838,2208874,0,Semi-urbanized
839,2208908,0,Semi-urbanized
840,2209005,0,Semi-urbanized
841,2209104,0,Semi-urbanized
842,2209153,0,Semi-urbanized
843,2209203,0,Semi-urbanized
844,2209302,0,Semi-urbanized
845,2209351,0,Semi-urbanized
846,2209377,0,Semi-urbanized
847,2209401,0,Semi-urbanized
848,2209450,0,Semi-urbanized
849,2209500,0,Semi-urbanized
850,2209559,0,Semi-urbanized
851,2209609,0,Semi-urbanized
852,2209658,0,Semi-urbanized
853,2209708,0,Semi-urbanized
854,2209757,0,Semi-urbanized
855,2209807,0,Semi-urbanized
856,2209856,0,Semi-urbanized
857,2209872,0,Semi-urbanized
858,2209906,0,Semi-urbanized
859,2209955,0,Semi-urbanized
860,2209971,0,Semi-urbanized
861,2210003,0,Semi-urbanized
862,2210052,0,Semi-urbanized
863,2210102,0,Semi-urbanized
864,2210201,0,Semi-urbanized
865,2210300,0,Semi-urbanized
866,2210359,0,Semi-urbanized
867,2210375,0,Semi-urbanized
868,2210383,0,Semi-urbanized
869,2210391,0,Semi-urbanized
870,2210409,0,Semi-urbanized
871,2210508,0,Semi-urbanized
872,2210607,0,Semi-urbanized
873,2210623,0,Semi-urbanized
874,2210631,0,Semi-urbanized
875,2210656,0,Semi-urbanized
876,2210706,0,Semi-urbanized
877,2210805,0,Semi-urbanized
878,2210904,0,Semi-urbanized
879,2210938,0,Semi-urbanized
880,2210953,0,Semi-urbanized
881,2210979,0,Semi-urbanized
882,2211001,3,Urbanized with informal settlements
883,2211100,0,Semi-urbanized
884,2211209,0,Semi-urbanized
885,2211308,0,Semi-urbanized
886,2211357,4,Rural with low human development
887,2211407,0,Semi-urbanized
888,2211506,0,Semi-urbanized
889,2211605,0,Semi-urbanized
890,2211704,0,Semi-urbanized
891,2300101,0,Semi-urbanized
892,2300150,0,Semi-urbanized
893,2300200,0,Semi-urbanized
894,2300309,0,Semi-urbanized
895,2300408,0,Semi-urbanized
896,2300507,0,Semi-urbanized
897,2300606,0,Semi-urbanized
898,2300705,0,Semi-urbanized
899,2300754,0,Semi-urbanized
900,2300804,0,Semi-urbanized
901,2300903,0,Semi-urbanized
902,2301000,1,Urbanized
903,2301109,0,Semi-urbanized
904,2301208,0,Semi-urbanized
905,2301257,0,Semi-urbanized
906,2301307,0,Semi-urbanized
907,2301406,0,Semi-urbanized
908,2301505,0,Semi-urbanized
909,2301604,0,Semi-urbanized
910,2301703,0,Semi-urbanized
911,2301802,0,Semi-urbanized
912,2301851,0,Semi-urbanized
913,2301901,3,Urbanized with informal settlements
914,2301950,0,Semi-urbanized
915,2302008,0,Semi-urbanized
916,2302057,0,Semi-urbanized
917,2302107,0,Semi-urbanized
918,2302206,0,Semi-urbanized
919,2302305,0,Semi-urbanized
920,2302404,0,Semi-urbanized
921,2302503,0,Semi-urbanized
922,2302602,0,Semi-urbanized
923,2302701,0,Semi-urbanized
924,2302800,0,Semi-urbanized
925,2302909,0,Semi-urbanized
926,2303006,0,Semi-urbanized
927,2303105,0,Semi-urbanized
928,2303204,0,Semi-urbanized
929,2303303,0,Semi-urbanized
930,2303402,0,Semi-urbanized
931,2303501,0,Semi-urbanized
932,2303600,0,Semi-urbanized
933,2303659,0,Semi-urbanized
934,2303709,3,Urbanized with informal settlements
935,2303808,0,Semi-urbanized
936,2303907,0,Semi-urbanized
937,2303931,0,Semi-urbanized
938,2303956,0,Semi-urbanized
939,2304004,0,Semi-urbanized
940,2304103,0,Semi-urbanized
941,2304202,3,Urbanized with informal settlements
942,2304236,0,Semi-urbanized
943,2304251,0,Semi-urbanized
944,2304269,0,Semi-urbanized
945,2304277,0,Semi-urbanized
946,2304285,3,Urbanized with informal settlements
947,2304301,0,Semi-urbanized
948,2304350,0,Semi-urbanized
949,2304400,3,Urbanized with informal settlements
950,2304459,0,Semi-urbanized
951,2304509,0,Semi-urbanized
952,2304608,0,Semi-urbanized
953,2304657,0,Semi-urbanized
954,2304707,0,Semi-urbanized
955,2304806,0,Semi-urbanized
956,2304905,0,Semi-urbanized
957,2304954,0,Semi-urbanized
958,2305001,0,Semi-urbanized
959,2305100,0,Semi-urbanized
960,2305209,0,Semi-urbanized
961,2305233,3,Urbanized with informal settlements
962,2305266,0,Semi-urbanized
963,2305308,0,Semi-urbanized
964,2305332,0,Semi-urbanized
965,2305357,0,Semi-urbanized
966,2305407,0,Semi-urbanized
967,2305506,1,Urbanized
968,2305605,0,Semi-urbanized
969,2305654,0,Semi-urbanized
970,2305704,0,Semi-urbanized
971,2305803,0,Semi-urbanized
972,2305902,0,Semi-urbanized
973,2306009,0,Semi-urbanized
974,2306108,0,Semi-urbanized
975,2306207,0,Semi-urbanized
976,2306256,3,Urbanized with informal settlements
977,2306306,0,Semi-urbanized
978,2306405,0,Semi-urbanized
979,2306504,0,Semi-urbanized
980,2306553,0,Semi-urbanized
981,2306603,0,Semi-urbanized
982,2306702,0,Semi-urbanized
983,2306801,0,Semi-urbanized
984,2306900,0,Semi-urbanized
985,2307007,0,Semi-urbanized
986,2307106,0,Semi-urbanized
987,2307205,0,Semi-urbanized
988,2307254,0,Semi-urbanized
989,2307304,3,Urbanized with informal settlements
990,2307403,0,Semi-urbanized
991,2307502,0,Semi-urbanized
992,2307601,0,Semi-urbanized
993,2307635,0,Semi-urbanized
994,2307650,3,Urbanized with informal settlements
995,2307700,3,Urbanized with informal settlements
996,2307809,0,Semi-urbanized
997,2307908,0,Semi-urbanized
998,2308005,0,Semi-urbanized
999,2308104,0,Semi-urbanized
1000,2308203,0,Semi-urbanized
1001,2308302,0,Semi-urbanized
1002,2308351,0,Semi-urbanized
1003,2308377,0,Semi-urbanized
1004,2308401,0,Semi-urbanized
1005,2308500,0,Semi-urbanized
1006,2308609,0,Semi-urbanized
1007,2308708,0,Semi-urbanized
1008,2308807,0,Semi-urbanized
1009,2308906,0,Semi-urbanized
1010,2309003,0,Semi-urbanized
1011,2309102,0,Semi-urbanized
1012,2309201,0,Semi-urbanized
1013,2309300,0,Semi-urbanized
1014,2309409,0,Semi-urbanized
1015,2309458,0,Semi-urbanized
1016,2309508,0,Semi-urbanized
1017,2309607,3,Urbanized with informal settlements
1018,2309706,3,Urbanized with informal settlements
1019,2309805,0,Semi-urbanized
1020,2309904,0,Semi-urbanized
1021,2310001,0,Semi-urbanized
1022,2310100,0,Semi-urbanized
1023,2310209,0,Semi-urbanized
1024,2310258,0,Semi-urbanized
1025,2310308,0,Semi-urbanized
1026,2310407,0,Semi-urbanized
1027,2310506,0,Semi-urbanized
1028,2310605,0,Semi-urbanized
1029,2310704,0,Semi-urbanized
1030,2310803,0,Semi-urbanized
1031,2310852,0,Semi-urbanized
1032,2310902,0,Semi-urbanized
1033,2310951,0,Semi-urbanized
1034,2311009,0,Semi-urbanized
1035,2311108,0,Semi-urbanized
1036,2311207,0,Semi-urbanized
1037,2311231,0,Semi-urbanized
1038,2311264,0,Semi-urbanized
1039,2311306,0,Semi-urbanized
1040,2311355,0,Semi-urbanized
1041,2311405,0,Semi-urbanized
1042,2311504,0,Semi-urbanized
1043,2311603,0,Semi-urbanized
1044,2311702,0,Semi-urbanized
1045,2311801,1,Urbanized
1046,2311900,0,Semi-urbanized
1047,2311959,4,Rural with low human development
1048,2312007,0,Semi-urbanized
1049,2312106,0,Semi-urbanized
1050,2312205,0,Semi-urbanized
1051,2312304,0,Semi-urbanized
1052,2312403,0,Semi-urbanized
1053,2312502,2,Rural with high human development
1054,2312601,0,Semi-urbanized
1055,2312700,0,Semi-urbanized
1056,2312809,0,Semi-urbanized
1057,2312908,3,Urbanized with informal settlements
1058,2313005,0,Semi-urbanized
1059,2313104,0,Semi-urbanized
1060,2313203,0,Semi-urbanized
1061,2313252,0,Semi-urbanized
1062,2313302,0,Semi-urbanized
1063,2313351,0,Semi-urbanized
1064,2313401,0,Semi-urbanized
1065,2313500,0,Semi-urbanized
1066,2313559,0,Semi-urbanized
1067,2313609,0,Semi-urbanized
1068,2313708,0,Semi-urbanized
1069,2313757,0,Semi-urbanized
1070,2313807,0,Semi-urbanized
1071,2313906,0,Semi-urbanized
1072,2313955,0,Semi-urbanized
1073,2314003,0,Semi-urbanized
1074,2314102,0,Semi-urbanized
1075,2400109,1,Urbanized
1076,2400208,0,Semi-urbanized
1077,2400307,0,Semi-urbanized
1078,2400406,0,Semi-urbanized
1079,2400505,0,Semi-urbanized
1080,2400604,0,Semi-urbanized
1081,2400703,1,Urbanized
1082,2400802,0,Semi-urbanized
1083,2400901,0,Semi-urbanized
1084,2401008,0,Semi-urbanized
1085,2401107,1,Urbanized
1086,2401206,0,Semi-urbanized
1087,2401305,0,Semi-urbanized
1088,2401404,0,Semi-urbanized
1089,2401453,0,Semi-urbanized
1090,2401503,0,Semi-urbanized
1091,2401602,0,Semi-urbanized
1092,2401651,0,Semi-urbanized
1093,2401701,0,Semi-urbanized
1094,2401800,0,Semi-urbanized
1095,2401859,0,Semi-urbanized
1096,2401909,0,Semi-urbanized
1097,2402006,1,Urbanized
1098,2402105,0,Semi-urbanized
1099,2402204,0,Semi-urbanized
1100,2402303,0,Semi-urbanized
1101,2402402,1,Urbanized
1102,2402501,0,Semi-urbanized
1103,2402600,0,Semi-urbanized
1104,2402709,0,Semi-urbanized
1105,2402808,0,Semi-urbanized
1106,2402907,0,Semi-urbanized
1107,2403004,1,Urbanized
1108,2403103,1,Urbanized
1109,2403202,0,Semi-urbanized
1110,2403251,3,Urbanized with informal settlements
1111,2403301,0,Semi-urbanized
1112,2403400,0,Semi-urbanized
1113,2403509,0,Semi-urbanized
1114,2403608,0,Semi-urbanized
1115,2403707,0,Semi-urbanized
1116,2403756,0,Semi-urbanized
1117,2403806,0,Semi-urbanized
1118,2403905,0,Semi-urbanized
1119,2404002,0,Semi-urbanized
1120,2404101,0,Semi-urbanized
1121,2404200,0,Semi-urbanized
1122,2404309,0,Semi-urbanized
1123,2404408,1,Urbanized
1124,2404507,0,Semi-urbanized
1125,2404606,0,Semi-urbanized
1126,2404705,0,Semi-urbanized
1127,2404804,1,Urbanized
1128,2404853,0,Semi-urbanized
1129,2404903,0,Semi-urbanized
1130,2405009,0,Semi-urbanized
1131,2405108,0,Semi-urbanized
1132,2405207,0,Semi-urbanized
1133,2405306,0,Semi-urbanized
1134,2405405,0,Semi-urbanized
1135,2405504,0,Semi-urbanized
1136,2405603,0,Semi-urbanized
1137,2405702,1,Urbanized
1138,2405801,0,Semi-urbanized
1139,2405900,0,Semi-urbanized
1140,2406007,0,Semi-urbanized
1141,2406106,0,Semi-urbanized
1142,2406155,0,Semi-urbanized
1143,2406205,0,Semi-urbanized
1144,2406304,0,Semi-urbanized
1145,2406403,0,Semi-urbanized
1146,2406502,0,Semi-urbanized
1147,2406601,0,Semi-urbanized
1148,2406700,0,Semi-urbanized
1149,2406809,0,Semi-urbanized
1150,2406908,0,Semi-urbanized
1151,2407005,0,Semi-urbanized
1152,2407104,0,Semi-urbanized
1153,2407203,1,Urbanized
1154,2407252,0,Semi-urbanized
1155,2407302,0,Semi-urbanized
1156,2407401,0,Semi-urbanized
1157,2407500,0,Semi-urbanized
1158,2407609,0,Semi-urbanized
1159,2407708,0,Semi-urbanized
1160,2407807,0,Semi-urbanized
1161,2407906,0,Semi-urbanized
1162,2408003,3,Urbanized with informal settlements
1163,2408102,3,Urbanized with informal settlements
1164,2408201,0,Semi-urbanized
1165,2408300,0,Semi-urbanized
1166,2408409,0,Semi-urbanized
1167,2408508,1,Urbanized
1168,2408607,0,Semi-urbanized
1169,2408706,0,Semi-urbanized
1170,2408805,0,Semi-urbanized
1171,2408904,1,Urbanized
1172,2408953,0,Semi-urbanized
1173,2409100,0,Semi-urbanized
1174,2409209,0,Semi-urbanized
1175,2409308,0,Semi-urbanized
1176,2409332,0,Semi-urbanized
1177,2409407,1,Urbanized
1178,2409506,0,Semi-urbanized
1179,2409605,0,Semi-urbanized
1180,2409704,0,Semi-urbanized
1181,2409803,0,Semi-urbanized
1182,2409902,0,Semi-urbanized
1183,2410009,0,Semi-urbanized
1184,2410108,0,Semi-urbanized
1185,2410207,0,Semi-urbanized
1186,2410256,0,Semi-urbanized
1187,2410306,0,Semi-urbanized
1188,2410405,0,Semi-urbanized
1189,2410504,0,Semi-urbanized
1190,2410603,0,Semi-urbanized
1191,2410702,0,Semi-urbanized
1192,2410801,0,Semi-urbanized
1193,2410900,0,Semi-urbanized
1194,2411007,0,Semi-urbanized
1195,2411056,0,Semi-urbanized
1196,2411106,0,Semi-urbanized
1197,2411205,0,Semi-urbanized
1198,2411403,0,Semi-urbanized
1199,2411429,0,Semi-urbanized
1200,2411502,0,Semi-urbanized
1201,2411601,0,Semi-urbanized
1202,2411700,0,Semi-urbanized
1203,2411809,0,Semi-urbanized
1204,2411908,0,Semi-urbanized
1205,2412005,3,Urbanized with informal settlements
1206,2412104,1,Urbanized
1207,2412203,0,Semi-urbanized
1208,2412302,0,Semi-urbanized
1209,2412401,1,Urbanized
1210,2412500,0,Semi-urbanized
1211,2412559,0,Semi-urbanized
1212,2412609,0,Semi-urbanized
1213,2412708,0,Semi-urbanized
1214,2412807,0,Semi-urbanized
1215,2412906,0,Semi-urbanized
1216,2413003,0,Semi-urbanized
1217,2413102,0,Semi-urbanized
1218,2413201,0,Semi-urbanized
1219,2413300,0,Semi-urbanized
1220,2413359,0,Semi-urbanized
1221,2413409,0,Semi-urbanized
1222,2413508,0,Semi-urbanized
1223,2413557,0,Semi-urbanized
1224,2413607,0,Semi-urbanized
1225,2413706,0,Semi-urbanized
1226,2413805,0,Semi-urbanized
1227,2413904,0,Semi-urbanized
1228,2414001,0,Semi-urbanized
1229,2414100,0,Semi-urbanized
1230,2414159,0,Semi-urbanized
1231,2414209,0,Semi-urbanized
1232,2414308,1,Urbanized
1233,2414407,0,Semi-urbanized
1234,2414456,0,Semi-urbanized
1235,2414506,0,Semi-urbanized
1236,2414605,0,Semi-urbanized
1237,2414704,0,Semi-urbanized
1238,2414753,0,Semi-urbanized
1239,2414803,0,Semi-urbanized
1240,2414902,0,Semi-urbanized
1241,2415008,0,Semi-urbanized
1242,2500106,0,Semi-urbanized
1243,2500205,0,Semi-urbanized
1244,2500304,0,Semi-urbanized
1245,2500403,0,Semi-urbanized
1246,2500502,0,Semi-urbanized
1247,2500536,0,Semi-urbanized
1248,2500577,4,Rural with low human development
1249,2500601,0,Semi-urbanized
1250,2500700,0,Semi-urbanized
1251,2500734,0,Semi-urbanized
1252,2500775,0,Semi-urbanized
1253,2500809,0,Semi-urbanized
1254,2500908,0,Semi-urbanized
1255,2501005,0,Semi-urbanized
1256,2501104,0,Semi-urbanized
1257,2501153,0,Semi-urbanized
1258,2501203,0,Semi-urbanized
1259,2501302,0,Semi-urbanized
1260,2501351,0,Semi-urbanized
1261,2501401,0,Semi-urbanized
1262,2501500,0,Semi-urbanized
1263,2501534,0,Semi-urbanized
1264,2501575,0,Semi-urbanized
1265,2501609,0,Semi-urbanized
1266,2501708,0,Semi-urbanized
1267,2501807,3,Urbanized with informal settlements
1268,2501906,0,Semi-urbanized
1269,2502003,0,Semi-urbanized
1270,2502052,0,Semi-urbanized
1271,2502102,0,Semi-urbanized
1272,2502151,0,Semi-urbanized
1273,2502201,0,Semi-urbanized
1274,2502300,0,Semi-urbanized
1275,2502409,0,Semi-urbanized
1276,2502508,0,Semi-urbanized
1277,2502607,0,Semi-urbanized
1278,2502706,0,Semi-urbanized
1279,2502805,0,Semi-urbanized
1280,2502904,0,Semi-urbanized
1281,2503001,0,Semi-urbanized
1282,2503100,0,Semi-urbanized
1283,2503209,3,Urbanized with informal settlements
1284,2503308,0,Semi-urbanized
1285,2503407,0,Semi-urbanized
1286,2503506,0,Semi-urbanized
1287,2503555,4,Rural with low human development
1288,2503605,0,Semi-urbanized
1289,2503704,1,Urbanized
1290,2503753,0,Semi-urbanized
1291,2503803,0,Semi-urbanized
1292,2503902,0,Semi-urbanized
1293,2504009,3,Urbanized with informal settlements
1294,2504033,0,Semi-urbanized
1295,2504074,0,Semi-urbanized
1296,2504108,0,Semi-urbanized
1297,2504157,0,Semi-urbanized
1298,2504207,0,Semi-urbanized
1299,2504306,0,Semi-urbanized
1300,2504355,0,Semi-urbanized
1301,2504405,0,Semi-urbanized
1302,2504504,0,Semi-urbanized
1303,2504603,0,Semi-urbanized
1304,2504702,0,Semi-urbanized
1305,2504801,0,Semi-urbanized
1306,2504850,2,Rural with high human development
1307,2504900,0,Semi-urbanized
1308,2505006,0,Semi-urbanized
1309,2505105,0,Semi-urbanized
1310,2505204,0,Semi-urbanized
1311,2505238,0,Semi-urbanized
1312,2505279,0,Semi-urbanized
1313,2505303,0,Semi-urbanized
1314,2505352,0,Semi-urbanized
1315,2505402,0,Semi-urbanized
1316,2505501,0,Semi-urbanized
1317,2505600,0,Semi-urbanized
1318,2505709,0,Semi-urbanized
1319,2505808,0,Semi-urbanized
1320,2505907,0,Semi-urbanized
1321,2506004,0,Semi-urbanized
1322,2506103,0,Semi-urbanized
1323,2506202,0,Semi-urbanized
1324,2506251,4,Rural with low human development
1325,2506301,3,Urbanized with informal settlements
1326,2506400,0,Semi-urbanized
1327,2506509,0,Semi-urbanized
1328,2506608,0,Semi-urbanized
1329,2506707,0,Semi-urbanized
1330,2506806,0,Semi-urbanized
